x_0, y
0.703511, 0.760171
0.704858, 0.756361
0.706204, 0.752555
0.707548, 0.748752
0.708891, 0.744953
0.710233, 0.741158
0.711573, 0.737367
0.712912, 0.733580
0.714250, 0.729796
0.715587, 0.726017
0.716922, 0.722242
0.718256, 0.718470
0.719588, 0.714703
0.720919, 0.710941
0.722249, 0.707182
0.723577, 0.703428
0.724904, 0.699678
0.726230, 0.695932
0.727554, 0.692191
0.728877, 0.688455
0.730198, 0.684723
0.731518, 0.680996
0.732837, 0.677273
0.734154, 0.673555
0.735470, 0.669842
0.736784, 0.666133
0.738098, 0.662430
0.739409, 0.658731
0.740719, 0.655038
0.742028, 0.651349
0.743336, 0.647665
0.744642, 0.643987
0.745946, 0.640313
0.747249, 0.636645
0.748551, 0.632982
0.749851, 0.629324
0.751150, 0.625672
0.752448, 0.622025
0.753743, 0.618383
0.755038, 0.614747
0.756331, 0.611116
0.757622, 0.607491
0.758913, 0.603872
0.760201, 0.600258
0.761488, 0.596649
0.762774, 0.593047
0.764058, 0.589450
0.765341, 0.585859
0.766622, 0.582274
0.767902, 0.578695
0.769180, 0.575122
0.770457, 0.571554
0.771732, 0.567993
0.773006, 0.564438
0.774278, 0.560889
0.775549, 0.557346
0.776818, 0.553809
0.778085, 0.550279
0.779352, 0.546755
0.780616, 0.543237
0.781879, 0.539725
0.783141, 0.536220
0.784401, 0.532721
0.785659, 0.529229
0.786916, 0.525743
0.788172, 0.522264
0.789425, 0.518791
0.790678, 0.515325
0.791928, 0.511866
0.793178, 0.508414
0.794425, 0.504968
0.795671, 0.501529
0.796916, 0.498096
0.798158, 0.494671
0.799400, 0.491252
0.800639, 0.487841
0.801877, 0.484436
0.803114, 0.481039
0.804349, 0.477648
0.805582, 0.474264
0.806814, 0.470888
0.808044, 0.467519
0.809273, 0.464157
0.810499, 0.460802
0.811725, 0.457454
0.812948, 0.454114
0.814170, 0.450781
0.815391, 0.447455
0.816610, 0.444137
0.817827, 0.440826
0.819042, 0.437522
0.820256, 0.434226
0.821468, 0.430938
0.822679, 0.427657
0.823888, 0.424384
0.825095, 0.421118
0.826301, 0.417860
0.827505, 0.414610
0.828707, 0.411367
0.829908, 0.408132
0.831107, 0.404905
0.832304, 0.401685
0.833500, 0.398473
0.834693, 0.395270
0.835886, 0.392074
0.837076, 0.388886
0.838265, 0.385706
0.839452, 0.382533
0.840638, 0.379369
0.841822, 0.376213
0.843004, 0.373065
0.844184, 0.369925
0.845363, 0.366793
0.846540, 0.363669
0.847715, 0.360554
0.848888, 0.357446
0.850060, 0.354347
0.851230, 0.351256
0.852399, 0.348173
0.853565, 0.345099
0.854730, 0.342033
0.855893, 0.338975
0.857055, 0.335925
0.858214, 0.332884
0.859372, 0.329851
0.860528, 0.326827
0.861683, 0.323811
0.862835, 0.320804
0.863986, 0.317805
0.865135, 0.314814
0.866282, 0.311832
0.867428, 0.308859
0.868572, 0.305894
0.869714, 0.302938
0.870854, 0.299990
0.871992, 0.297051
0.873129, 0.294121
0.874264, 0.291199
0.875397, 0.288286
0.876528, 0.285382
0.877658, 0.282487
0.878785, 0.279600
0.879911, 0.276722
0.881035, 0.273853
0.882158, 0.270992
0.883278, 0.268141
0.884397, 0.265298
0.885513, 0.262464
0.886628, 0.259639
0.887742, 0.256823
0.888853, 0.254015
0.889962, 0.251217
0.891070, 0.248428
0.892176, 0.245647
0.893280, 0.242876
0.894382, 0.240113
0.895482, 0.237360
0.896581, 0.234615
0.897677, 0.231880
0.898772, 0.229153
0.899865, 0.226436
0.900956, 0.223728
0.902045, 0.221028
0.903132, 0.218338
0.904218, 0.215657
0.905301, 0.212985
0.906383, 0.210322
0.907463, 0.207668
0.908540, 0.205024
0.909616, 0.202388
0.910691, 0.199762
0.911763, 0.197145
0.912833, 0.194537
0.913902, 0.191938
0.914968, 0.189348
0.916033, 0.186768
0.917095, 0.184197
0.918156, 0.181635
0.919215, 0.179082
0.920272, 0.176538
0.921327, 0.174004
0.922380, 0.171479
0.923432, 0.168963
0.924481, 0.166457
0.925528, 0.163960
0.926574, 0.161472
0.927617, 0.158993
0.928659, 0.156524
0.929699, 0.154064
0.930737, 0.151613
0.931772, 0.149172
0.932806, 0.146740
0.933838, 0.144317
0.934868, 0.141903
0.935896, 0.139499
0.936922, 0.137104
0.937946, 0.134718
0.938968, 0.132342
0.939989, 0.129975
0.941007, 0.127618
0.942023, 0.125270
0.943037, 0.122931
0.944050, 0.120601
0.945060, 0.118281
0.946068, 0.115970
0.947075, 0.113668
0.948079, 0.111376
0.949082, 0.109093
0.950082, 0.106820
0.951081, 0.104555
0.952077, 0.102301
0.953072, 0.100055
0.954064, 0.097819
0.955055, 0.095592
0.956043, 0.093374
0.957030, 0.091166
0.958014, 0.088967
0.958997, 0.086778
0.959977, 0.084597
0.960956, 0.082426
0.961932, 0.080265
0.962907, 0.078112
0.963879, 0.075969
0.964849, 0.073836
0.965818, 0.071711
0.966784, 0.069596
0.967749, 0.067490
0.968711, 0.065394
0.969671, 0.063306
0.970629, 0.061228
0.971586, 0.059160
0.972540, 0.057100
0.973492, 0.055050
0.974442, 0.053009
0.975390, 0.050977
0.976336, 0.048954
0.977280, 0.046941
0.978222, 0.044937
0.979162, 0.042942
0.980100, 0.040956
0.981036, 0.038980
0.981970, 0.037012
0.982902, 0.035054
0.983831, 0.033105
0.984759, 0.031165
0.985684, 0.029234
0.986608, 0.027313
0.987529, 0.025400
0.988449, 0.023497
0.989366, 0.021603
0.990281, 0.019717
0.991194, 0.017841
0.992105, 0.015974
0.993014, 0.014116
0.993921, 0.012267
0.994826, 0.010427
0.995729, 0.008596
0.996630, 0.006774
0.997528, 0.004962
0.998425, 0.003158
0.999319, 0.001363
1.000212, -0.000423
1.001102, -0.002200
1.001990, -0.003969
1.002876, -0.005728
1.003760, -0.007478
1.004642, -0.009220
1.005522, -0.010952
1.006400, -0.012676
1.007276, -0.014391
1.008149, -0.016097
1.009021, -0.017794
1.009890, -0.019483
1.010757, -0.021162
1.011622, -0.022833
1.012486, -0.024496
1.013346, -0.026149
1.014205, -0.027794
1.015062, -0.029430
1.015917, -0.031057
1.016769, -0.032676
1.017620, -0.034286
1.018468, -0.035887
1.019314, -0.037480
1.020158, -0.039065
1.021000, -0.040640
1.021840, -0.042207
1.022678, -0.043766
1.023513, -0.045316
1.024347, -0.046858
1.025178, -0.048391
1.026008, -0.049915
1.026835, -0.051431
1.027660, -0.052939
1.028483, -0.054439
1.029304, -0.055930
1.030122, -0.057412
1.030939, -0.058887
1.031753, -0.060353
1.032566, -0.061810
1.033376, -0.063260
1.034184, -0.064701
1.034990, -0.066134
1.035793, -0.067558
1.036595, -0.068975
1.037395, -0.070383
1.038192, -0.071783
1.038987, -0.073175
1.039781, -0.074559
1.040572, -0.075935
1.041361, -0.077303
1.042147, -0.078663
1.042932, -0.080014
1.043714, -0.081358
1.044495, -0.082694
1.045273, -0.084022
1.046049, -0.085342
1.046823, -0.086654
1.047595, -0.087958
1.048365, -0.089254
1.049132, -0.090542
1.049898, -0.091823
1.050661, -0.093096
1.051422, -0.094361
1.052181, -0.095618
1.052938, -0.096868
1.053693, -0.098110
1.054446, -0.099344
1.055196, -0.100571
1.055945, -0.101790
1.056691, -0.103001
1.057435, -0.104205
1.058177, -0.105401
1.058917, -0.106590
1.059655, -0.107771
1.060390, -0.108945
1.061124, -0.110112
1.061855, -0.111270
1.062584, -0.112422
1.063311, -0.113566
1.064036, -0.114703
1.064759, -0.115833
1.065480, -0.116955
1.066198, -0.118070
1.066915, -0.119178
1.067629, -0.120279
1.068341, -0.121372
1.069051, -0.122458
1.069759, -0.123537
1.070465, -0.124609
1.071168, -0.125674
1.071870, -0.126732
1.072569, -0.127783
1.073267, -0.128827
1.073962, -0.129864
1.074655, -0.130894
1.075346, -0.131917
1.076034, -0.132933
1.076721, -0.133943
1.077406, -0.134945
1.078088, -0.135941
1.078768, -0.136930
1.079446, -0.137912
1.080122, -0.138887
1.080796, -0.139856
1.081468, -0.140818
1.082138, -0.141774
1.082806, -0.142723
1.083471, -0.143665
1.084134, -0.144601
1.084796, -0.145530
1.085455, -0.146453
1.086112, -0.147369
1.086767, -0.148279
1.087420, -0.149182
1.088070, -0.150079
1.088719, -0.150970
1.089366, -0.151854
1.090010, -0.152732
1.090652, -0.153604
1.091293, -0.154469
1.091931, -0.155329
1.092567, -0.156182
1.093201, -0.157029
1.093833, -0.157869
1.094462, -0.158704
1.095090, -0.159533
1.095716, -0.160355
1.096339, -0.161172
1.096961, -0.161982
1.097580, -0.162787
1.098197, -0.163586
1.098812, -0.164378
1.099425, -0.165165
1.100036, -0.165946
1.100645, -0.166722
1.101252, -0.167491
1.101857, -0.168255
1.102460, -0.169013
1.103060, -0.169765
1.103659, -0.170512
1.104255, -0.171252
1.104850, -0.171988
1.105442, -0.172717
1.106033, -0.173442
1.106621, -0.174160
1.107207, -0.174873
1.107791, -0.175581
1.108373, -0.176283
1.108954, -0.176980
1.109532, -0.177671
1.110108, -0.178357
1.110681, -0.179038
1.111253, -0.179714
1.111823, -0.180384
1.112391, -0.181049
1.112957, -0.181708
1.113521, -0.182363
1.114082, -0.183012
1.114642, -0.183656
1.115200, -0.184295
1.115755, -0.184929
1.116309, -0.185558
1.116861, -0.186182
1.117410, -0.186801
1.117958, -0.187415
1.118503, -0.188024
1.119047, -0.188628
1.119589, -0.189227
1.120128, -0.189821
1.120666, -0.190411
1.121201, -0.190996
1.121735, -0.191576
1.122266, -0.192151
1.122796, -0.192722
1.123324, -0.193287
1.123849, -0.193849
1.124373, -0.194405
1.124894, -0.194957
1.125414, -0.195504
1.125932, -0.196047
1.126448, -0.196585
1.126961, -0.197119
1.127473, -0.197649
1.127983, -0.198173
1.128491, -0.198694
1.128997, -0.199210
1.129501, -0.199722
1.130003, -0.200229
1.130503, -0.200732
1.131001, -0.201231
1.131497, -0.201726
1.131991, -0.202216
1.132484, -0.202702
1.132974, -0.203184
1.133463, -0.203662
1.133949, -0.204136
1.134434, -0.204605
1.134916, -0.205071
1.135397, -0.205532
1.135876, -0.205990
1.136353, -0.206443
1.136828, -0.206893
1.137301, -0.207339
1.137772, -0.207780
1.138242, -0.208218
1.138709, -0.208652
1.139175, -0.209082
1.139638, -0.209509
1.140100, -0.209931
1.140560, -0.210350
1.141018, -0.210765
1.141474, -0.211176
1.141928, -0.211584
1.142381, -0.211988
1.142831, -0.212389
1.143280, -0.212785
1.143727, -0.213179
1.144172, -0.213568
1.144615, -0.213954
1.145056, -0.214337
1.145496, -0.214716
1.145933, -0.215092
1.146369, -0.215464
1.146803, -0.215833
1.147235, -0.216199
1.147665, -0.216561
1.148094, -0.216919
1.148521, -0.217275
1.148945, -0.217627
1.149368, -0.217976
1.149790, -0.218322
1.150209, -0.218664
1.150627, -0.219004
1.151043, -0.219340
1.151457, -0.219673
1.151869, -0.220002
1.152279, -0.220329
1.152688, -0.220653
1.153095, -0.220973
1.153500, -0.221291
1.153904, -0.221606
1.154305, -0.221917
1.154705, -0.222226
1.155103, -0.222531
1.155500, -0.222834
1.155894, -0.223134
1.156287, -0.223431
1.156678, -0.223725
1.157068, -0.224016
1.157455, -0.224305
1.157841, -0.224591
1.158226, -0.224873
1.158608, -0.225154
1.158989, -0.225431
1.159368, -0.225706
1.159745, -0.225978
1.160121, -0.226247
1.160495, -0.226514
1.160868, -0.226778
1.161238, -0.227040
1.161607, -0.227299
1.161974, -0.227555
1.162340, -0.227809
1.162704, -0.228061
1.163066, -0.228309
1.163427, -0.228556
1.163786, -0.228800
1.164143, -0.229041
1.164499, -0.229280
1.164853, -0.229517
1.165205, -0.229751
1.165556, -0.229983
1.165905, -0.230213
1.166252, -0.230440
1.166598, -0.230665
1.166942, -0.230888
1.167285, -0.231109
1.167626, -0.231327
1.167965, -0.231543
1.168303, -0.231757
1.168639, -0.231968
1.168974, -0.232178
1.169307, -0.232385
1.169638, -0.232590
1.169968, -0.232793
1.170296, -0.232994
1.170623, -0.233193
1.170948, -0.233390
1.171272, -0.233585
1.171594, -0.233777
1.171914, -0.233968
1.172233, -0.234157
1.172551, -0.234344
1.172866, -0.234529
1.173181, -0.234711
1.173494, -0.234892
1.173805, -0.235071
1.174115, -0.235249
1.174423, -0.235424
1.174729, -0.235597
1.175035, -0.235769
1.175338, -0.235939
1.175641, -0.236107
1.175941, -0.236273
1.176241, -0.236437
1.176538, -0.236600
1.176835, -0.236761
1.177129, -0.236920
1.177423, -0.237078
1.177715, -0.237234
1.178005, -0.237388
1.178294, -0.237540
1.178581, -0.237691
1.178868, -0.237840
1.179152, -0.237988
1.179435, -0.238134
1.179717, -0.238278
1.179997, -0.238421
1.180276, -0.238562
1.180554, -0.238702
1.180830, -0.238840
1.181105, -0.238977
1.181378, -0.239112
1.181650, -0.239245
1.181920, -0.239378
1.182189, -0.239508
1.182457, -0.239638
1.182723, -0.239766
1.182988, -0.239892
1.183252, -0.240017
1.183514, -0.240141
1.183775, -0.240263
1.184034, -0.240384
1.184293, -0.240503
1.184549, -0.240621
1.184805, -0.240738
1.185059, -0.240854
1.185312, -0.240968
1.185563, -0.241081
1.185813, -0.241193
1.186062, -0.241303
1.186310, -0.241412
1.186556, -0.241520
1.186801, -0.241627
1.187044, -0.241733
1.187287, -0.241837
1.187528, -0.241940
1.187767, -0.242042
1.188006, -0.242143
1.188243, -0.242242
1.188479, -0.242341
1.188714, -0.242438
1.188947, -0.242534
1.189179, -0.242629
1.189410, -0.242723
1.189640, -0.242816
1.189868, -0.242908
1.190095, -0.242999
1.190321, -0.243088
1.190546, -0.243177
1.190769, -0.243265
1.190991, -0.243351
1.191212, -0.243437
1.191432, -0.243521
1.191651, -0.243605
1.191868, -0.243688
1.192085, -0.243769
1.192300, -0.243850
1.192513, -0.243930
1.192726, -0.244009
1.192938, -0.244086
1.193148, -0.244163
1.193357, -0.244239
1.193565, -0.244314
1.193772, -0.244389
1.193977, -0.244462
1.194182, -0.244534
1.194385, -0.244606
1.194588, -0.244677
1.194789, -0.244747
1.194989, -0.244816
1.195188, -0.244884
1.195385, -0.244951
1.195582, -0.245018
1.195777, -0.245084
1.195972, -0.245149
1.196165, -0.245213
1.196357, -0.245276
1.196548, -0.245339
1.196738, -0.245401
1.196927, -0.245462
1.197115, -0.245522
1.197302, -0.245582
1.197488, -0.245641
1.197672, -0.245699
1.197856, -0.245757
1.198038, -0.245813
1.198220, -0.245869
1.198400, -0.245925
1.198580, -0.245980
1.198758, -0.246034
1.198935, -0.246087
1.199111, -0.246140
1.199287, -0.246192
1.199461, -0.246243
1.199634, -0.246294
1.199806, -0.246344
1.199978, -0.246394
1.200148, -0.246442
1.200317, -0.246491
1.200485, -0.246538
1.200652, -0.246585
1.200819, -0.246632
1.200984, -0.246678
1.201148, -0.246723
1.201311, -0.246768
1.201474, -0.246812
1.201635, -0.246856
1.201795, -0.246899
1.201955, -0.246941
1.202113, -0.246983
1.202271, -0.247025
1.202428, -0.247066
1.202583, -0.247106
1.202738, -0.247146
1.202892, -0.247186
1.203045, -0.247224
1.203197, -0.247263
1.203348, -0.247301
1.203498, -0.247338
1.203647, -0.247375
1.203795, -0.247412
1.203943, -0.247448
1.204089, -0.247483
1.204235, -0.247518
1.204380, -0.247553
1.204524, -0.247587
1.204667, -0.247621
1.204809, -0.247654
1.204950, -0.247687
1.205090, -0.247719
1.205230, -0.247751
1.205369, -0.247783
1.205507, -0.247814
1.205643, -0.247845
1.205780, -0.247875
1.205915, -0.247905
1.206049, -0.247935
1.206183, -0.247964
1.206316, -0.247993
1.206448, -0.248021
1.206579, -0.248049
1.206709, -0.248077
1.206839, -0.248104
1.206967, -0.248131
1.207095, -0.248158
1.207222, -0.248184
1.207349, -0.248210
1.207474, -0.248236
1.207599, -0.248261
1.207723, -0.248286
1.207846, -0.248310
1.207969, -0.248334
1.208090, -0.248358
1.208211, -0.248382
1.208331, -0.248405
1.208450, -0.248428
1.208569, -0.248451
1.208687, -0.248473
1.208804, -0.248495
1.208920, -0.248517
1.209036, -0.248538
1.209151, -0.248559
1.209265, -0.248580
1.209378, -0.248601
1.209491, -0.248621
1.209603, -0.248641
1.209714, -0.248661
1.209824, -0.248681
1.209934, -0.248700
1.210043, -0.248719
1.210152, -0.248737
1.210259, -0.248756
1.210366, -0.248774
1.210473, -0.248792
1.210578, -0.248810
1.210683, -0.248827
1.210787, -0.248844
1.210891, -0.248861
1.210994, -0.248878
1.211096, -0.248895
1.211198, -0.248911
1.211298, -0.248927
1.211399, -0.248943
1.211498, -0.248959
1.211597, -0.248974
1.211695, -0.248989
1.211793, -0.249004
1.211890, -0.249019
1.211986, -0.249033
1.212082, -0.249048
1.212177, -0.249062
1.212271, -0.249076
1.212365, -0.249090
1.212458, -0.249103
1.212551, -0.249117
1.212643, -0.249130
1.212734, -0.249143
1.212825, -0.249156
1.212915, -0.249168
1.213004, -0.249181
1.213093, -0.249193
1.213182, -0.249205
1.213269, -0.249217
1.213357, -0.249229
1.213443, -0.249241
1.213529, -0.249252
1.213614, -0.249263
1.213699, -0.249275
1.213784, -0.249286
1.213867, -0.249296
1.213950, -0.249307
1.214033, -0.249318
1.214115, -0.249328
1.214196, -0.249338
1.214277, -0.249348
1.214357, -0.249358
1.214437, -0.249368
1.214516, -0.249378
1.214595, -0.249387
1.214673, -0.249396
1.214751, -0.249406
1.214828, -0.249415
1.214905, -0.249424
1.214981, -0.249433
1.215056, -0.249441
1.215131, -0.249450
1.215206, -0.249458
1.215280, -0.249467
1.215353, -0.249475
1.215426, -0.249483
1.215498, -0.249491
1.215570, -0.249499
1.215642, -0.249506
1.215713, -0.249514
