x_0, x_1, y
100.000000, -80.000000, 3249801.000000
63.000000, -44.000000, 1148744.000000
41.000000, -22.000000, 398500.000000
28.000000, -9.000000, 137629.000000
20.000000, -1.000000, 44461.000000
15.000000, 3.000000, 14596.000000
12.000000, 5.000000, 5021.000000
10.000000, 6.000000, 1681.000000
9.000000, 6.000000, 964.000000
8.000000, 6.000000, 449.000000
7.000000, 6.000000, 136.000000
6.000000, 6.000000, 25.000000
5.000000, 6.000000, 116.000000
5.000000, 5.000000, 16.000000
4.000000, 5.000000, 109.000000
4.000000, 4.000000, 9.000000
3.000000, 4.000000, 104.000000
3.000000, 3.000000, 4.000000
2.000000, 3.000000, 101.000000
2.000000, 2.000000, 1.000000
1.000000, 2.000000, 100.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
1.000000, 1.000000, 0.000000
