x_0, x_1, y
0.583287, -0.483849, 0.543275
0.582289, -0.482854, 0.541490
0.581291, -0.481859, 0.539705
0.580293, -0.480864, 0.537922
0.579295, -0.479870, 0.536140
0.578298, -0.478875, 0.534359
0.577300, -0.477881, 0.532579
0.576303, -0.476886, 0.530801
0.575305, -0.475892, 0.529024
0.574308, -0.474898, 0.527248
0.573311, -0.473904, 0.525473
0.572314, -0.472910, 0.523699
0.571317, -0.471917, 0.521927
0.570321, -0.470923, 0.520156
0.569324, -0.469930, 0.518387
0.568327, -0.468936, 0.516619
0.567331, -0.467943, 0.514852
0.566335, -0.466950, 0.513087
0.565338, -0.465957, 0.511323
0.564342, -0.464964, 0.509560
0.563346, -0.463971, 0.507799
0.562350, -0.462979, 0.506040
0.561355, -0.461986, 0.504282
0.560359, -0.460994, 0.502525
0.559363, -0.460001, 0.500770
0.558368, -0.459009, 0.499017
0.557372, -0.458017, 0.497265
0.556377, -0.457025, 0.495515
0.555382, -0.456033, 0.493766
0.554387, -0.455041, 0.492019
0.553392, -0.454050, 0.490274
0.552397, -0.453058, 0.488530
0.551402, -0.452067, 0.486788
0.550408, -0.451076, 0.485048
0.549413, -0.450084, 0.483309
0.548418, -0.449093, 0.481572
0.547424, -0.448102, 0.479837
0.546430, -0.447112, 0.478104
0.545436, -0.446121, 0.476372
0.544441, -0.445130, 0.474642
0.543447, -0.444140, 0.472914
0.542454, -0.443149, 0.471188
0.541460, -0.442159, 0.469464
0.540466, -0.441169, 0.467741
0.539472, -0.440179, 0.466021
0.538479, -0.439189, 0.464302
0.537485, -0.438199, 0.462585
0.536492, -0.437209, 0.460870
0.535499, -0.436220, 0.459157
0.534506, -0.435230, 0.457447
0.533513, -0.434241, 0.455738
0.532520, -0.433251, 0.454031
0.531527, -0.432262, 0.452326
0.530534, -0.431273, 0.450623
0.529541, -0.430284, 0.448922
0.528549, -0.429295, 0.447223
0.527556, -0.428306, 0.445526
0.526564, -0.427318, 0.443832
0.525572, -0.426329, 0.442139
0.524579, -0.425341, 0.440449
0.523587, -0.424352, 0.438760
0.522595, -0.423364, 0.437074
0.521603, -0.422376, 0.435390
0.520612, -0.421388, 0.433708
0.519620, -0.420400, 0.432029
0.518628, -0.419412, 0.430351
0.517637, -0.418425, 0.428676
0.516645, -0.417437, 0.427003
0.515654, -0.416450, 0.425332
0.514662, -0.415462, 0.423664
0.513671, -0.414475, 0.421997
0.512680, -0.413488, 0.420333
0.511689, -0.412501, 0.418672
0.510698, -0.411514, 0.417013
0.509707, -0.410527, 0.415356
0.508716, -0.409540, 0.413701
0.507726, -0.408553, 0.412049
0.506735, -0.407567, 0.410399
0.505745, -0.406580, 0.408751
0.504754, -0.405594, 0.407106
0.503764, -0.404608, 0.405463
0.502774, -0.403622, 0.403823
0.501783, -0.402636, 0.402185
0.500793, -0.401650, 0.400550
0.499803, -0.400664, 0.398917
0.498813, -0.399678, 0.397286
0.497824, -0.398693, 0.395658
0.496834, -0.397707, 0.394032
0.495844, -0.396722, 0.392409
0.494855, -0.395737, 0.390789
0.493865, -0.394751, 0.389171
0.492876, -0.393766, 0.387556
0.491886, -0.392781, 0.385943
0.490897, -0.391796, 0.384332
0.489908, -0.390812, 0.382725
0.488919, -0.389827, 0.381120
0.487930, -0.388842, 0.379517
0.486941, -0.387858, 0.377917
0.485952, -0.386874, 0.376320
0.484964, -0.385889, 0.374725
0.483975, -0.384905, 0.373133
0.482986, -0.383921, 0.371544
0.481998, -0.382937, 0.369957
0.481010, -0.381953, 0.368373
0.480021, -0.380970, 0.366792
0.479033, -0.379986, 0.365214
0.478045, -0.379003, 0.363638
0.477057, -0.378019, 0.362065
0.476069, -0.377036, 0.360494
0.475081, -0.376053, 0.358927
0.474093, -0.375070, 0.357362
0.473106, -0.374087, 0.355800
0.472118, -0.373104, 0.354240
0.471130, -0.372121, 0.352684
0.470143, -0.371138, 0.351130
0.469156, -0.370156, 0.349579
0.468168, -0.369173, 0.348031
0.467181, -0.368191, 0.346486
0.466194, -0.367208, 0.344944
0.465207, -0.366226, 0.343404
0.464220, -0.365244, 0.341868
0.463233, -0.364262, 0.340334
0.462246, -0.363280, 0.338803
0.461259, -0.362299, 0.337275
0.460273, -0.361317, 0.335750
0.459286, -0.360335, 0.334227
0.458300, -0.359354, 0.332708
0.457313, -0.358373, 0.331192
0.456327, -0.357391, 0.329678
0.455341, -0.356410, 0.328168
0.454355, -0.355429, 0.326661
0.453369, -0.354448, 0.325156
0.452383, -0.353468, 0.323654
0.451397, -0.352487, 0.322156
0.450411, -0.351506, 0.320660
0.449425, -0.350526, 0.319168
0.448439, -0.349545, 0.317678
0.447454, -0.348565, 0.316192
0.446468, -0.347585, 0.314708
0.445483, -0.346605, 0.313228
0.444497, -0.345625, 0.311750
0.443512, -0.344645, 0.310276
0.442527, -0.343665, 0.308805
0.441542, -0.342686, 0.307336
0.440557, -0.341706, 0.305871
0.439572, -0.340727, 0.304409
0.438587, -0.339747, 0.302950
0.437602, -0.338768, 0.301494
0.436617, -0.337789, 0.300042
0.435633, -0.336810, 0.298592
0.434648, -0.335831, 0.297145
0.433664, -0.334852, 0.295702
0.432679, -0.333874, 0.294262
0.431695, -0.332895, 0.292825
0.430711, -0.331917, 0.291391
0.429727, -0.330938, 0.289960
0.428743, -0.329960, 0.288533
0.427759, -0.328982, 0.287108
0.426775, -0.328004, 0.285687
0.425791, -0.327026, 0.284269
0.424807, -0.326048, 0.282854
0.423823, -0.325071, 0.281443
0.422840, -0.324093, 0.280034
0.421856, -0.323116, 0.278629
0.420873, -0.322138, 0.277227
0.419889, -0.321161, 0.275829
0.418906, -0.320184, 0.274433
0.417923, -0.319207, 0.273041
0.416940, -0.318230, 0.271652
0.415957, -0.317253, 0.270266
0.414974, -0.316276, 0.268884
0.413991, -0.315300, 0.267505
0.413008, -0.314323, 0.266129
0.412025, -0.313347, 0.264756
0.411043, -0.312371, 0.263387
0.410060, -0.311395, 0.262021
0.409078, -0.310419, 0.260659
0.408095, -0.309443, 0.259299
0.407113, -0.308467, 0.257943
0.406131, -0.307491, 0.256591
0.405149, -0.306516, 0.255241
0.404167, -0.305540, 0.253896
0.403185, -0.304565, 0.252553
0.402203, -0.303590, 0.251214
0.401221, -0.302615, 0.249878
0.400239, -0.301640, 0.248545
0.399257, -0.300665, 0.247216
0.398276, -0.299690, 0.245890
0.397294, -0.298716, 0.244568
0.396313, -0.297741, 0.243249
0.395332, -0.296767, 0.241933
0.394350, -0.295793, 0.240621
0.393369, -0.294818, 0.239312
0.392388, -0.293844, 0.238007
0.391407, -0.292871, 0.236705
0.390426, -0.291897, 0.235406
0.389445, -0.290923, 0.234111
0.388464, -0.289950, 0.232819
0.387484, -0.288976, 0.231531
0.386503, -0.288003, 0.230246
0.385523, -0.287030, 0.228964
0.384542, -0.286057, 0.227686
0.383562, -0.285084, 0.226412
0.382581, -0.284111, 0.225141
0.381601, -0.283138, 0.223873
0.380621, -0.282166, 0.222609
0.379641, -0.281193, 0.221349
0.378661, -0.280221, 0.220091
0.377681, -0.279249, 0.218838
0.376701, -0.278277, 0.217587
0.375722, -0.277305, 0.216341
0.374742, -0.276333, 0.215098
0.373763, -0.275362, 0.213858
0.372783, -0.274390, 0.212622
0.371804, -0.273419, 0.211389
0.370824, -0.272447, 0.210160
0.369845, -0.271476, 0.208934
0.368866, -0.270505, 0.207712
0.367887, -0.269535, 0.206493
0.366908, -0.268564, 0.205278
0.365929, -0.267593, 0.204067
0.364950, -0.266623, 0.202859
0.363972, -0.265652, 0.201654
0.362993, -0.264682, 0.200453
0.362015, -0.263712, 0.199256
0.361036, -0.262742, 0.198062
0.360058, -0.261772, 0.196872
0.359079, -0.260803, 0.195685
0.358101, -0.259833, 0.194502
0.357123, -0.258864, 0.193323
0.356145, -0.257895, 0.192147
0.355167, -0.256926, 0.190974
0.354189, -0.255957, 0.189805
0.353212, -0.254988, 0.188640
0.352234, -0.254019, 0.187479
0.351256, -0.253051, 0.186320
0.350279, -0.252082, 0.185166
0.349301, -0.251114, 0.184015
0.348324, -0.250146, 0.182868
0.347347, -0.249178, 0.181724
0.346370, -0.248210, 0.180584
0.345393, -0.247243, 0.179448
0.344416, -0.246275, 0.178315
0.343439, -0.245308, 0.177186
0.342462, -0.244341, 0.176060
0.341485, -0.243374, 0.174938
0.340509, -0.242407, 0.173820
0.339532, -0.241440, 0.172705
0.338556, -0.240473, 0.171594
0.337579, -0.239507, 0.170487
0.336603, -0.238541, 0.169383
0.335627, -0.237575, 0.168283
0.334651, -0.236609, 0.167186
0.333675, -0.235643, 0.166093
0.332699, -0.234677, 0.165004
0.331723, -0.233712, 0.163918
0.330748, -0.232746, 0.162836
0.329772, -0.231781, 0.161758
0.328796, -0.230816, 0.160684
0.327821, -0.229851, 0.159613
0.326846, -0.228887, 0.158545
0.325870, -0.227922, 0.157482
0.324895, -0.226958, 0.156422
0.323920, -0.225994, 0.155366
0.322945, -0.225030, 0.154313
0.321970, -0.224066, 0.153264
0.320996, -0.223102, 0.152219
0.320021, -0.222139, 0.151177
0.319046, -0.221176, 0.150139
0.318072, -0.220212, 0.149105
0.317097, -0.219249, 0.148075
0.316123, -0.218287, 0.147048
0.315149, -0.217324, 0.146025
0.314175, -0.216362, 0.145005
0.313201, -0.215399, 0.143989
0.312227, -0.214437, 0.142977
0.311253, -0.213475, 0.141969
0.310279, -0.212514, 0.140964
0.309306, -0.211552, 0.139963
0.308332, -0.210591, 0.138966
0.307359, -0.209630, 0.137973
0.306386, -0.208669, 0.136983
0.305412, -0.207708, 0.135997
0.304439, -0.206748, 0.135014
0.303466, -0.205787, 0.134036
0.302493, -0.204827, 0.133061
0.301521, -0.203867, 0.132089
0.300548, -0.202907, 0.131122
0.299575, -0.201948, 0.130158
0.298603, -0.200988, 0.129198
0.297631, -0.200029, 0.128241
0.296658, -0.199070, 0.127289
0.295686, -0.198111, 0.126340
0.294714, -0.197153, 0.125395
0.293742, -0.196195, 0.124453
0.292770, -0.195236, 0.123515
0.291799, -0.194278, 0.122581
0.290827, -0.193321, 0.121651
0.289855, -0.192363, 0.120725
0.288884, -0.191406, 0.119802
0.287913, -0.190449, 0.118883
0.286941, -0.189492, 0.117967
0.285970, -0.188535, 0.117056
0.284999, -0.187579, 0.116148
0.284028, -0.186623, 0.115244
0.283058, -0.185667, 0.114343
0.282087, -0.184711, 0.113447
0.281117, -0.183756, 0.112554
0.280146, -0.182801, 0.111665
0.279176, -0.181846, 0.110779
0.278206, -0.180891, 0.109897
0.277236, -0.179936, 0.109020
0.276266, -0.178982, 0.108145
0.275296, -0.178028, 0.107275
0.274326, -0.177074, 0.106408
0.273356, -0.176121, 0.105545
0.272387, -0.175167, 0.104686
0.271418, -0.174214, 0.103831
0.270448, -0.173262, 0.102979
0.269479, -0.172309, 0.102131
0.268510, -0.171357, 0.101287
0.267541, -0.170405, 0.100446
0.266572, -0.169453, 0.099610
0.265604, -0.168502, 0.098777
0.264635, -0.167550, 0.097948
0.263667, -0.166599, 0.097122
0.262699, -0.165649, 0.096301
0.261730, -0.164698, 0.095483
0.260762, -0.163748, 0.094669
0.259795, -0.162799, 0.093858
0.258827, -0.161849, 0.093052
0.257859, -0.160900, 0.092249
0.256892, -0.159951, 0.091450
0.255924, -0.159002, 0.090654
0.254957, -0.158054, 0.089863
0.253990, -0.157106, 0.089075
0.253023, -0.156158, 0.088291
0.252056, -0.155211, 0.087510
0.251089, -0.154264, 0.086734
0.250123, -0.153317, 0.085961
0.249156, -0.152370, 0.085192
0.248190, -0.151424, 0.084427
0.247224, -0.150478, 0.083665
0.246258, -0.149533, 0.082908
0.245292, -0.148588, 0.082154
0.244326, -0.147643, 0.081403
0.243360, -0.146698, 0.080657
0.242395, -0.145754, 0.079914
0.241429, -0.144810, 0.079175
0.240464, -0.143867, 0.078440
0.239499, -0.142924, 0.077709
0.238534, -0.141981, 0.076981
0.237569, -0.141039, 0.076257
0.236605, -0.140097, 0.075537
0.235640, -0.139155, 0.074820
0.234676, -0.138214, 0.074108
0.233712, -0.137273, 0.073399
0.232748, -0.136332, 0.072694
0.231784, -0.135392, 0.071992
0.230820, -0.134452, 0.071295
0.229856, -0.133513, 0.070601
0.228893, -0.132574, 0.069911
0.227930, -0.131635, 0.069224
0.226967, -0.130697, 0.068542
0.226004, -0.129760, 0.067863
0.225041, -0.128822, 0.067188
0.224078, -0.127885, 0.066517
0.223116, -0.126949, 0.065849
0.222153, -0.126013, 0.065185
0.221191, -0.125077, 0.064525
0.220229, -0.124142, 0.063869
0.219268, -0.123208, 0.063216
0.218306, -0.122274, 0.062567
0.217344, -0.121340, 0.061922
0.216383, -0.120407, 0.061281
0.215422, -0.119474, 0.060643
0.214461, -0.118542, 0.060010
0.213500, -0.117610, 0.059379
0.212540, -0.116678, 0.058753
0.211579, -0.115748, 0.058130
0.210619, -0.114817, 0.057512
0.209659, -0.113888, 0.056896
0.208699, -0.112958, 0.056285
0.207739, -0.112030, 0.055677
0.206780, -0.111102, 0.055073
0.205820, -0.110174, 0.054473
0.204861, -0.109247, 0.053877
0.203902, -0.108320, 0.053284
0.202943, -0.107395, 0.052695
0.201985, -0.106469, 0.052110
0.201026, -0.105545, 0.051528
0.200068, -0.104620, 0.050951
0.199110, -0.103697, 0.050376
0.198152, -0.102774, 0.049806
0.197194, -0.101852, 0.049239
0.196237, -0.100930, 0.048677
0.195280, -0.100009, 0.048117
0.194323, -0.099089, 0.047562
0.193366, -0.098169, 0.047010
0.192409, -0.097250, 0.046462
0.191453, -0.096332, 0.045918
0.190497, -0.095414, 0.045377
0.189541, -0.094497, 0.044840
0.188585, -0.093581, 0.044307
0.187629, -0.092666, 0.043778
0.186674, -0.091751, 0.043252
0.185719, -0.090837, 0.042730
0.184764, -0.089924, 0.042211
0.183809, -0.089011, 0.041697
0.182855, -0.088100, 0.041186
0.181901, -0.087189, 0.040679
0.180947, -0.086279, 0.040175
0.179993, -0.085370, 0.039675
0.179039, -0.084462, 0.039179
0.178086, -0.083554, 0.038686
0.177133, -0.082648, 0.038197
0.176180, -0.081742, 0.037712
0.175228, -0.080838, 0.037231
0.174275, -0.079934, 0.036753
0.173323, -0.079031, 0.036279
0.172372, -0.078129, 0.035808
0.171420, -0.077228, 0.035342
0.170469, -0.076328, 0.034879
0.169518, -0.075430, 0.034419
0.168567, -0.074532, 0.033963
0.167616, -0.073635, 0.033511
0.166666, -0.072740, 0.033063
0.165716, -0.071845, 0.032618
0.164766, -0.070952, 0.032177
0.163817, -0.070060, 0.031739
0.162868, -0.069168, 0.031305
0.161919, -0.068279, 0.030875
0.160970, -0.067390, 0.030448
0.160022, -0.066503, 0.030025
0.159074, -0.065617, 0.029606
0.158126, -0.064732, 0.029190
0.157179, -0.063848, 0.028778
0.156231, -0.062966, 0.028369
0.155285, -0.062086, 0.027964
0.154338, -0.061207, 0.027563
0.153392, -0.060329, 0.027165
0.152446, -0.059452, 0.026771
0.151500, -0.058578, 0.026381
0.150555, -0.057705, 0.025994
0.149610, -0.056833, 0.025610
0.148665, -0.055963, 0.025231
0.147721, -0.055095, 0.024854
0.146777, -0.054228, 0.024482
0.145833, -0.053363, 0.024113
0.144890, -0.052500, 0.023747
0.143947, -0.051639, 0.023385
0.143004, -0.050780, 0.023027
0.142062, -0.049923, 0.022672
0.141120, -0.049067, 0.022321
0.140179, -0.048214, 0.021973
0.139237, -0.047363, 0.021629
0.138297, -0.046514, 0.021288
0.137356, -0.045667, 0.020951
0.136416, -0.044822, 0.020617
0.135476, -0.043980, 0.020287
0.134537, -0.043140, 0.019960
0.133598, -0.042303, 0.019637
0.132659, -0.041468, 0.019317
0.131721, -0.040636, 0.019001
0.130784, -0.039806, 0.018688
0.129846, -0.038980, 0.018378
0.128909, -0.038156, 0.018073
0.127973, -0.037335, 0.017770
0.127037, -0.036517, 0.017471
0.126101, -0.035702, 0.017175
0.125166, -0.034890, 0.016883
0.124231, -0.034082, 0.016594
0.123297, -0.033277, 0.016309
0.122363, -0.032476, 0.016027
0.121430, -0.031678, 0.015748
0.120497, -0.030884, 0.015473
0.119564, -0.030094, 0.015201
0.118632, -0.029308, 0.014932
0.117701, -0.028526, 0.014667
0.116770, -0.027749, 0.014405
0.115839, -0.026976, 0.014146
0.114910, -0.026207, 0.013891
0.113980, -0.025444, 0.013638
0.113051, -0.024685, 0.013390
0.112123, -0.023931, 0.013144
0.111195, -0.023183, 0.012901
0.110267, -0.022441, 0.012662
0.109341, -0.021704, 0.012426
0.108414, -0.020973, 0.012193
0.107489, -0.020248, 0.011964
0.106564, -0.019530, 0.011737
0.105639, -0.018819, 0.011514
0.104715, -0.018114, 0.011293
0.103792, -0.017417, 0.011076
0.102869, -0.016727, 0.010862
0.101947, -0.016046, 0.010651
0.101026, -0.015372, 0.010442
0.100105, -0.014707, 0.010237
0.099185, -0.014051, 0.010035
0.098265, -0.013404, 0.009836
0.097347, -0.012768, 0.009639
0.096429, -0.012141, 0.009446
0.095511, -0.011524, 0.009255
0.094594, -0.010919, 0.009067
0.093678, -0.010326, 0.008882
0.092763, -0.009744, 0.008700
0.091849, -0.009175, 0.008520
0.090935, -0.008619, 0.008343
0.090022, -0.008076, 0.008169
0.089109, -0.007548, 0.007997
0.088198, -0.007034, 0.007828
0.087287, -0.006536, 0.007662
0.086378, -0.006054, 0.007498
0.085469, -0.005588, 0.007336
0.084560, -0.005140, 0.007177
0.083653, -0.004709, 0.007020
0.082747, -0.004296, 0.006865
0.081841, -0.003903, 0.006713
0.080937, -0.003528, 0.006563
0.080033, -0.003174, 0.006415
0.079130, -0.002840, 0.006270
0.078228, -0.002526, 0.006126
0.077328, -0.002233, 0.005985
0.076428, -0.001961, 0.005845
0.075529, -0.001711, 0.005708
