x_0, x_1, y
0.471009, -0.418674, 0.386780
0.470140, -0.417902, 0.385430
0.469272, -0.417131, 0.384083
0.468406, -0.416361, 0.382740
0.467540, -0.415591, 0.381400
0.466676, -0.414823, 0.380063
0.465812, -0.414056, 0.378730
0.464950, -0.413289, 0.377400
0.464089, -0.412524, 0.376073
0.463229, -0.411759, 0.374750
0.462370, -0.410996, 0.373430
0.461512, -0.410233, 0.372113
0.460656, -0.409472, 0.370800
0.459800, -0.408711, 0.369490
0.458945, -0.407951, 0.368184
0.458092, -0.407193, 0.366881
0.457240, -0.406435, 0.365582
0.456388, -0.405679, 0.364286
0.455538, -0.404923, 0.362993
0.454689, -0.404168, 0.361704
0.453842, -0.403415, 0.360418
0.452995, -0.402662, 0.359135
0.452149, -0.401911, 0.357856
0.451305, -0.401160, 0.356581
0.450462, -0.400410, 0.355309
0.449620, -0.399662, 0.354040
0.448779, -0.398914, 0.352775
0.447939, -0.398168, 0.351513
0.447100, -0.397422, 0.350255
0.446263, -0.396678, 0.349000
0.445426, -0.395934, 0.347748
0.444591, -0.395192, 0.346500
0.443757, -0.394450, 0.345256
0.442924, -0.393710, 0.344015
0.442092, -0.392971, 0.342777
0.441261, -0.392232, 0.341543
0.440432, -0.391495, 0.340312
0.439604, -0.390759, 0.339085
0.438777, -0.390024, 0.337861
0.437951, -0.389289, 0.336641
0.437126, -0.388556, 0.335424
0.436302, -0.387824, 0.334210
0.435480, -0.387093, 0.333000
0.434659, -0.386363, 0.331794
0.433838, -0.385634, 0.330591
0.433020, -0.384906, 0.329391
0.432202, -0.384179, 0.328195
0.431385, -0.383454, 0.327003
0.430570, -0.382729, 0.325813
0.429756, -0.382005, 0.324628
0.428943, -0.381283, 0.323445
0.428131, -0.380561, 0.322267
0.427321, -0.379840, 0.321091
0.426511, -0.379121, 0.319920
0.425703, -0.378403, 0.318751
0.424896, -0.377685, 0.317586
0.424090, -0.376969, 0.316425
0.423286, -0.376254, 0.315267
0.422482, -0.375540, 0.314112
0.421680, -0.374827, 0.312961
0.420879, -0.374115, 0.311813
0.420079, -0.373404, 0.310669
0.419281, -0.372694, 0.309528
0.418483, -0.371985, 0.308391
0.417687, -0.371277, 0.307257
0.416892, -0.370571, 0.306127
0.416098, -0.369865, 0.305000
0.415306, -0.369161, 0.303876
0.414514, -0.368457, 0.302756
0.413724, -0.367755, 0.301639
0.412935, -0.367054, 0.300526
0.412148, -0.366354, 0.299416
0.411361, -0.365654, 0.298310
0.410576, -0.364956, 0.297207
0.409792, -0.364260, 0.296107
0.409009, -0.363564, 0.295011
0.408228, -0.362869, 0.293918
0.407447, -0.362175, 0.292829
0.406668, -0.361483, 0.291743
0.405890, -0.360791, 0.290660
0.405113, -0.360101, 0.289581
0.404338, -0.359411, 0.288505
0.403563, -0.358723, 0.287433
0.402790, -0.358036, 0.286364
0.402019, -0.357350, 0.285298
0.401248, -0.356665, 0.284236
0.400479, -0.355981, 0.283177
